product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,brand2,adjective_1,adjective_1_sentiment,adjective_2,adjective_2_sentiment,adjective_3,adjective_3_sentiment,adjective_4,adjective_4_sentiment,adjective_5,adjective_5_sentiment,adjective_6,adjective_6_sentiment,adjective_7,adjective_7_sentiment,adjective_8,adjective_8_sentiment,adjective_9,adjective_9_sentiment,adjective_10,adjective_10_sentiment,adjective_11,adjective_11_sentiment,adjective_12,adjective_12_sentiment,adjective_13,adjective_13_sentiment,adjective_14,adjective_14_sentiment,adjective_15,adjective_15_sentiment,adjective_16,adjective_16_sentiment,adjective_17,adjective_17_sentiment,adjective_18,adjective_18_sentiment,adjective_19,adjective_19_sentiment,adjective_20,adjective_20_sentiment,adjective_21,adjective_21_sentiment,adjective_22,adjective_22_sentiment,adjective_23,adjective_23_sentiment,adjective_24,adjective_24_sentiment,adjective_25,adjective_25_sentiment,adjectives_count
Men's Originals Drop Step Shoes,EF7135,7599,7599,0,Adidas ORIGINALS,"Lace 'em up, lace 'em down. The mid-cut adidas Drop Step Shoes boast pure '80s basketball DNA and funky-fresh streetwise style. Don't blink. The padded leather upper flashes brilliant metallic accents.",1.0,99,Adidas,mid,0.0,-,0.0,cut,0.0,pure,0.21428571428571427,funky,0.0,fresh,0.3,padded,0.0,upper,0.0,brilliant,0.9,metallic,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,10
Women's Running CC Cosmic Boost Shoes,B44500,9999,4000,60,Adidas SPORT PERFORMANCE,Feel as cool as you look with these adidas CC Cosmic Boost shoes for women. Dynamic adidas Primeknit technology promotes sock-like fit and natural flex. CLIMACHILLÂ® offers the ultimate 360Â° active ventilation sensation while the Boostâ?¢ Foam offers the best energy return due to thousands of energy capsules storing and unleashing energy by every step.,3.1,60,Adidas,cool,0.35,Dynamic,0.0,like,0.0,fit,0.4,natural,0.1,flex,0.0,ultimate,0.0,active,-0.13333333333333333,best,1.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,9
Unisex Football Predator Mutator 20.1 Firm Ground Boots,EF1629,14999,14999,0,Adidas SPORT PERFORMANCE,"You're not cheating the system. You're just bending the rules. Find your unfair advantage and transform your game with the all-new adidas Predator. The knit textile upper on these football boots wraps around your foot for a true 360-degree fit, while the mid-cut design supports your ankle. Rubber spines grip the ball for unmatched swerve, while a split outsole helps you dominate. Take control in Predator Mutator 20.1 Firm Ground Boots.",2.8,60,Adidas,unfair,-0.5,new,0.13636363636363635,knit,0.0,upper,0.0,true,0.35,mid,0.0,-,0.0,cut,0.0,unmatched,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,9
WOMEN'S ADIDAS SWIM CLOUDFOAM FLIP FLOPS,B43600,3299,1649,50,Adidas CORE / NEO,A minimalist design with maximum post-workout comfort. These women's thong sandals feature a soft strap connected to a Cloudfoam footbed that cushions every step and dries quickly. A durable rubber outsole adds long-lasting wear.,3.3,70,Adidas,minimalist,0.0,maximum,0.0,post,0.0,-,0.0,workout,0.0,thong,0.0,soft,0.1,durable,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,8
Men's Originals Ozweego Shoes,EG8735,11999,11999,0,Adidas ORIGINALS,"Blaze forward. Inspired by adidas Originals shoes of the late '90s, the OZWEEGO boasts a runner's silhouette and futuristic details like reflective piping, bold lines and a sock-like fit.",2.7,59,Adidas,late,-0.3,futuristic,0.0,reflective,0.0,bold,0.3333333333333333,like,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Swim Adilette Aqua Slides,G28713,1799,1799,0,Adidas CORE / NEO,An iconic style for slick surfaces. These quick-drying slides flash 3-Stripes across the bandage-style upper. Plush cushioning in the footbed provides the ultimate in comfort in and out of the shower.,3.2,2,Adidas,iconic,0.5,slick,-0.25,quick,0.3333333333333333,upper,0.0,Plush,0.0,ultimate,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,6
Unisex adidas Originals Continental Vulc Shoes,EF3538,6599,3959,40,Adidas ORIGINALS,"The popular adidas Continentals in a new look and feel. These shoes boast a canvas and suede upper. The vulcanized sole unit features a gum sole complete with trefoil branding underneath and a grooved toe cap, which wraps around its two-piece sole unit construction.",2.5,57,Adidas,popular,0.6,new,0.13636363636363635,upper,0.0,sole,0.0,sole,0.0,complete,0.1,grooved,0.0,sole,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,8
WOMEN'S ADIDAS ELEVATE SANDALS,CJ9005,2799,1399,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,1.0,7,Adidas,Stylish,0.5,sleek,0.0,lightweight,0.0,Adjustable,0.0,optimal,0.0,Synthetic,0.0,upper,0.0,soft,0.1,enhanced,0.0,wet,-0.1,dry,-0.06666666666666665,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,11
WOMEN'S ADIDAS TENNIS ADIZERO CLUB 2.0 SHOES,AH2156,6999,3499,50,Adidas SPORT PERFORMANCE,"Built for the cut-and-thrust of club play, these lightweight tennis shoes keep every part of your foot refreshed and ready for the next point. Their snug mesh upper locks your foot down, while a supportive chassis provides stability at high speeds. A layer of full-length cushioning aids take-offs and landings, while the durable outsole excels on multiple surfaces.",2.7,0,Adidas,lightweight,0.0,ready,0.2,next,0.0,snug,0.0,upper,0.0,supportive,0.5,high,0.16,full,0.35,durable,0.0,outsole,0.0,multiple,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,11
Men's adidas Originals Yung-1 Shoes,FV6447,10999,10999,0,Adidas ORIGINALS,"Inspired by turn-of-the-millennium styles, the Yung-1 shoes have a chunky shape and a distinctly retro vibe. This version features a mixed material upper with printed pony hair leather and colour-shifting Xeno material. Everything rides on a sculpted EVA midsole for all-day comfort with a stable feel.",4.4,85,Adidas,Yung-1,0.0,mixed,0.0,upper,0.0,printed,0.0,pony,0.0,sculpted,0.0,stable,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's ADIDAS TENNIS BARRICADE CLUB SHOES,CM7767,8999,4499,50,Adidas SPORT PERFORMANCE,"The adidas Barricade Club tennis shoes for women feature long-lasting durability due to a breathable, supportive mesh upper material. Adiwear 6 provides secure grip in all directions due to an extremely durable outsole rubber.",3.6,55,Adidas,breathable,0.0,supportive,0.5,mesh,0.0,upper,0.0,secure,0.4,durable,0.0,outsole,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Unisex ADIDAS RUNNING LITE RACER SHOES,DB0646,3999,2399,40,Adidas CORE / NEO,"Extremely functional and subtle adidas Neo Lite Racer unisex Running shoes. Made with Suede and Mesh mix, it has a Mesh toe with ORTHOLITE foam insole for superior comfort on the run. The running 3-Stripes on the sides along with adidas Neo logo on the back and all-over print on the upper add to it's appeal.",2.0,6,Adidas,functional,0.0,subtle,-0.3333333333333333,ORTHOLITE,0.0,superior,0.7,upper,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Tennis GameCourt Shoes,CG6367,5999,2999,50,Adidas SPORT PERFORMANCE,Serve up some style when you hit the club. The breathable mesh upper on these lightweight tennis shoes hugs your foot to support every move. A cushioned midsole keeps you comfortable from the moment you pull them on. The durable outsole stands up to every serve and slide as you improve your game.,4.4,78,Adidas,breathable,0.0,upper,0.0,lightweight,0.0,cushioned,0.0,comfortable,0.4,durable,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,6
Women's ADIDAS TENNIS ADIZERO CLUB SHOES,CM7741,7999,3999,50,Adidas SPORT PERFORMANCE,"Out-hustle your opponent in these women's lightweight tennis shoes. Specifically designed for a woman's foot, they feature a breathable mesh upper with climacoolÂ® ventilation for maximum airflow. Impact-absorbent ADIPRENEÂ®+ cushions your landings, while the ADIWEARâ?¢ outsole is built to last.",3.5,47,Adidas,lightweight,0.0,breathable,0.0,upper,0.0,maximum,0.0,absorbent,0.0,last,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,6
WOMEN'S ADIDAS OUTDOOR ELEVATE SANDALS,CJ9006,2799,1399,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,4.7,21,Adidas,Stylish,0.5,sleek,0.0,lightweight,0.0,Adjustable,0.0,optimal,0.0,Synthetic,0.0,upper,0.0,soft,0.1,enhanced,0.0,wet,-0.1,dry,-0.06666666666666665,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,11
WOMEN'S ADIDAS OUTDOOR TERREX TRACEROCKER SHOES,AC7943,4999,2999,40,Adidas SPORT PERFORMANCE,"Lightweight and durable, these women's trail running shoes are designed with a women's-specific fit for light trails. They feature a breathable mesh upper and EVA midsole cushioning. A rugged TRAXIONâ?¢ outsole maximises grip in all directions.",3.6,78,Adidas,Lightweight,0.0,durable,0.0,specific,0.0,light,0.4,breathable,0.0,upper,0.0,rugged,0.0,outsole,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,8
WOMEN'S ADIDAS TENNIS ADIZERO CLUB SHOES,CG6364,5999,2999,50,Adidas SPORT PERFORMANCE,Keep your cool when it's all on the line. These lightweight tennis shoes have a breathable mesh upper to keep air circulating when the heat is on. Their foot-hugging construction and supportive chassis offer a stable ride. The durable outsole stands up to every serve and slide as you improve your game.,4.4,50,Adidas,cool,0.35,lightweight,0.0,breathable,0.0,upper,0.0,supportive,0.5,stable,0.0,durable,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's adidas Outdoor Terrex Tracerocker Shoes,BC0534,5599,3359,40,Adidas SPORT PERFORMANCE,"Lightweight and durable, these women's trail running shoes are designed with a women's-specific fit for light trails. They feature a breathable mesh upper and EVA midsole cushioning. A rugged TRAXIONâ?¢ outsole maximises grip in all directions.",2.4,98,Adidas,Lightweight,0.0,durable,0.0,specific,0.0,light,0.4,breathable,0.0,upper,0.0,rugged,0.0,outsole,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,8
WOMEN'S ADIDAS OUTDOOR MOBE SANDALS,CK1081,2499,1249,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas Mobe sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,2.9,89,Adidas,Stylish,0.5,sleek,0.0,lightweight,0.0,Adjustable,0.0,optimal,0.0,Synthetic,0.0,upper,0.0,soft,0.1,enhanced,0.0,wet,-0.1,dry,-0.06666666666666665,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,11
Women's adidas Running Asweego Shoes,F37022,6999,3499,50,Adidas CORE / NEO,Shoes with flexibility and responsiveness for multisport training. These running shoes for women have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,3.4,29,Adidas,upper,0.0,like,0.0,like,0.0,Durable,0.0,ready,0.2,unexpected,0.1,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,6
Women's adidas Tennis Game Court Shoes,EE3812,5999,3599,40,Adidas SPORT PERFORMANCE,Serve up some style when you hit the club. The breathable mesh upper on these lightweight tennis shoes hugs your foot to support every move. A cushioned midsole keeps you comfortable from the moment you pull them on. The durable outsole stands up to every serve and slide as you improve your game.,2.4,40,Adidas,breathable,0.0,upper,0.0,lightweight,0.0,cushioned,0.0,comfortable,0.4,durable,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,6
Women's adidas Tennis CourtJam Bounce Shoes,G26834,8999,5399,40,Adidas SPORT PERFORMANCE,Rule the court in these lightweight tennis shoes. Their breathable mesh upper includes TPU on the vamp for durability. Flexible cushioning keeps you flying while midfoot support ensures you stay grounded for every shot. The sturdy outsole stands up to intense play as you perfect your game.,2.8,71,Adidas,lightweight,0.0,breathable,0.0,upper,0.0,Flexible,0.0,midfoot,0.0,sturdy,0.0,intense,0.2,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's adidas Running Ultraboost 19 Shoes,B75879,15999,11199,30,Adidas SPORT PERFORMANCE,Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,3.8,46,Adidas,high,0.16,neutral,0.0,unrivaled,0.0,lightweight,0.0,propulsive,0.0,seamless,0.1,upper,0.0,second,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,8
Unisex Originals CRAIG GREEN KONTUUR I SHOES,FV6794,23999,23999,0,Adidas ORIGINALS,Live for the unpredictable. London-born designer Craig Green brings unexpected whimsy and dramatic style to his collaboration with adidas. The Kontuur I shoes blend his signature quilted design with an adidas Kamanda outsole to create an inventive style that's rich in texture.,4.1,81,Adidas,unexpected,0.1,dramatic,-0.4333333333333333,inventive,0.5,rich,0.375,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,4
Women's adidas Tennis SoleMatch Bounce Shoes,G26790,12999,7799,40,Adidas SPORT PERFORMANCE,These tennis shoes offer you a firm foothold on your rise to the top. They have a TPU chassis that wraps around the foot for stability. Abrasion-resistant materials protect high-risk areas from the wear and tear of intense action on court. A cushioned midsole adds comfort and flexibility to keep you on the front foot.,3.1,65,Adidas,firm,-0.2,resistant,0.0,high,0.16,intense,0.2,cushioned,0.0,front,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,6
Women's adidas Running Astrarun Shoes,EH1524,9999,6999,30,Adidas SPORT PERFORMANCE,Your go-to shoe for building strength and endurance. Lace up these adidas running shoes ad head out the door feeling confident. They have a breathable mesh upper that helps keep feet cool. A combination of cushioning technologies provides comfort and energy return in every stride. The heel counter allows the Achilles to move naturally for an unrestricted fit.,4.7,23,Adidas,confident,0.5,breathable,0.0,upper,0.0,cool,0.35,unrestricted,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Tennis Adizero Club Shoes,G26548,7999,4799,40,Adidas SPORT PERFORMANCE,Keep your cool when it's all on the line. These lightweight tennis shoes have a breathable mesh upper to keep air circulating when the heat is on. Their foot-hugging construction and supportive chassis offer a stable ride. The durable outsole stands up to every serve and slide as you improve your game.,2.2,81,Adidas,cool,0.35,lightweight,0.0,breathable,0.0,upper,0.0,supportive,0.5,stable,0.0,durable,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
WOMEN'S ADIDAS SWIM ADILETTE COMFORT SLIDES,B42122,2999,1799,40,Adidas CORE / NEO,"Slip on these sandals when your workout is over. A pillow-soft cushioned footbed matches the shape of your foot, while the 3-Stripes on the strap makes them classic Adilette slides.",3.6,33,Adidas,soft,0.1,classic,0.16666666666666666,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,2
Unisex adidas Badminton Wucht P5.1 Shoes,F99913,7999,4799,40,Adidas SPORT PERFORMANCE,High-tech meets super comfort in these performance-driven adidas badminton shoes. These unisex shoes have a snug-fitting synthetic upper with a comfortable Bounce midsole. The High wrap Rubber outsole provide maximum flexibility to your feet.,2.4,76,Adidas,High,0.16,super,0.3333333333333333,snug,0.0,synthetic,0.0,upper,0.0,comfortable,0.4,High,0.16,maximum,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,8
Women's adidas by Stella Mccartney Running UltraBoost T Shoes,EG1073,17999,17999,0,Adidas SPORT PERFORMANCE,"Turn it up a notch. The dream of a running sandal is brought to life with the Ultraboost T Shoes. Continuing to take a high fashion approach to innovation, adidas and Stella McCartney combine the breathability of a sandal with the support of a running shoe. The result? Your most comfortable run yet.",3.8,76,Adidas,high,0.16,running,0.0,comfortable,0.4,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,3
Men's adidas Running Adizero Boston 8 Shoes,EG7893,12999,12999,0,Adidas SPORT PERFORMANCE,"Feel light, fast and focused as the road unspools in front of you. Even during your toughest interval training, feet stay cool in these adidas running shoes. Responsive cushioning returns energy to your stride. So you can push farther than you thought possible.",4.1,29,Adidas,light,0.4,toughest,0.0,cool,0.35,Responsive,0.0,possible,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Originals Fiorucci Adilette Slides,G28915,4599,2299,50,Adidas ORIGINALS,"Fiorucci brings its electric energy and carefree, joyful style to adidas Originals. A collaboration with the endlessly creative fashion brand, these Adilette slides embody the fun and optimism Fiorucci is known for. Fiorucci branding stands out on the bandage upper.",3.4,5,Adidas,electric,0.0,joyful,0.0,creative,0.5,upper,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,4
WoMEN'S adidas RUNNING supernova SHOES,BB3484,10999,4400,60,Adidas SPORT PERFORMANCE,"Challenge yourself to a longer run with confidence in these women's shoes. A boostâ?¢ midsole combines with a flexible STRETCHWEB outsole for a responsive, energy-returning ride. The engineered mesh upper with seamless panels provides ventilated comfort, while the heel hugs and guides your foot.",5.0,46,Adidas,flexible,0.0,responsive,0.0,upper,0.0,seamless,0.1,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,4
Women's adidas by Stella Mccartney Running UltraBoost Shoes,EG1069,17999,17999,0,Adidas SPORT PERFORMANCE,"adidas and Stella McCartney have been fusing the worlds of fashion and sport since 2005, bringing a refined edge to performance sportswear. The Ultraboost Shoes are packed with responsive cushioning, with the lightweight upper interpreting their energy through bold colours. Go ahead. Up your confidence, and your mileage.",3.3,24,Adidas,refined,0.0,responsive,0.0,lightweight,0.0,upper,0.0,bold,0.3333333333333333,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Tennis GameCourt Shoes,EG2015,5999,4199,30,Adidas SPORT PERFORMANCE,"Take control of every point. These adidas tennis shoes feature a breathable, snug upper that lets you rally all day without distraction. Step into your shots in soft comfort. Grip the hardcourt as you stay on your toes.",2.0,66,Adidas,breathable,0.0,upper,0.0,soft,0.1,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,3
Unisex Bascketball Pro Model 2G - Forbidden City Shoes,FW3138,9999,9999,0,Adidas SPORT PERFORMANCE,"Elevate B-ball legacy with a fresh outlook. These adidas basketball shoes revamp a classic look while celebrating the beginnings of Chinese New Year. Cut and pivot on the hardwood with a stable, locked-down feeling. Get buckets in cushioned comfort.",3.0,52,Adidas,fresh,0.3,classic,0.16666666666666666,stable,0.0,cushioned,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,4
