name,sku,selling_price,original_price,color,category,breadcrumbs,description,average_rating,reviews_count,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
Run Falcon 2.0 Shoes,G58098,48,60.0,White,Shoes,Men/Shoes,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",4.7,1518,"strap running shoe 're set jog park followed coffee friend . mesh upper outstanding breathability , 're meant deliver comfort day long . durable rubber outsole give solid foundation matter busy schedule .",1,0.11000000000000001,Positive
QT Racer 2.0 Shoes,H00548,52,65.0,Black,Shoes,Women/Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,4.2,452,fresh streetwear style meet classic adidas design everyday shoe . run school store ultra-soft step powering . get comfortable ride day long thanks plush cloudfoam cushioning .,1,0.1361111111111111,Positive
Kaptir Super Shoes,H03263,72,90.0,Black,Shoes,Men/Shoes,"A traditional adidas look gets a fun hit of streetwear style in these running-inspired sneakers. Tap into endless energy as you make the rounds, thanks to the adidas Boost midsole. From running errands to a causal night out, you'll be ready for whatever you've got planned.",4.4,595,"traditional adidas look get fun hit streetwear style running-inspired sneaker . tap endless energy make round , thanks adidas boost midsole . running errand causal night , 'll ready whatever 've got planned .",1,0.11499999999999999,Positive
NMD_R1 Shoes,GZ7998,112,140.0,White,Shoes,Women/Shoes,"How to Make an Impression Without Really Trying: An adidas Guide. Step one, lace into these NMD_R1 Shoes. That's it. The quickest lesson of your life also happens to be the most comfortable. Shout-out to the energy-returning Boost midsole for that. And the sock-like fit.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.5,1702,"make impression without really trying : adidas guide . step one , lace nmd_r1 shoe . 's . quickest lesson life also happens comfortable . shout-out energy-returning boost midsole . sock-like fit . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.21666666666666667,Positive
Runfalcon 2.0 Shoes,GZ7417,40,50.0,Grey,Shoes,Kids/Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",4.6,427,"shoe everyday wear , hall school gym class running errand weekend . whether kid new track team need move day confidence , adidas sneaker deliver . lightweight feel provides comfort even longest day .",1,-0.03181818181818183,Negative
FortaRun Lace Running Shoes,H04105,44,55.0,Grey,Shoes,Kids/Shoes,"Trying out for the track team may be years away, but there's plenty of running to do right now. These kids' adidas shoes have plush Cloudfoam cushioning to keep them comfortable as they sprint through the park or race down the street. A durable non-marking outsole stands up to hard-playing kids. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content.",4.7,104,"trying track team may year away , 's plenty running right . kid ' adidas shoe plush cloudfoam cushioning keep comfortable sprint park race street . durable non-marking outsole stand hard-playing kid . product made primegreen , series high-performance recycled material . 50 % upper recycled content .",1,0.13253968253968254,Positive
QT Racer 2.0 Shoes,GV7369,46,65.0,Pink,Shoes,Women/Shoes,"Made for all-day comfort, these adidas sneakers have a Cloudfoam midsole that is ultra-soft. Their look is inspired by classic running design with timeless 3-Stripes drawing attention right away. They have a streetwear vibe that makes them easy to mix and match with your everyday wear.",4.2,452,"made all-day comfort , adidas sneaker cloudfoam midsole ultra-soft . look inspired classic running design timeless 3-stripes drawing attention right away . streetwear vibe make easy mix match everyday wear .",1,0.17142857142857143,Positive
QT Racer 2.0 Shoes,FY8315,46,65.0,Black,Shoes,Women/Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,4.2,452,fresh streetwear style meet classic adidas design everyday shoe . run school store ultra-soft step powering . get comfortable ride day long thanks plush cloudfoam cushioning .,1,0.1361111111111111,Positive
Response Super 2.0 Shoes,H04567,72,90.0,White,Shoes,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.5,94,"move day feeling comfortable ready anything adidas running shoe . mesh upper breathable , keeping foot fresh even warm day . energized cushioning put spring every step take . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.18571428571428572,Positive
Mexico Gamemode Firm Ground Cleats,GY7536,80,100.0,White,Shoes,Soccer/Shoes,"Why do we all love soccer? Because out there on the pitch, we can be anything we want. Choose your adidas Gamemode and play the beautiful game your way. These cleats have a HybridTouch upper for a soft touch and a universal fit for added comfort. Underneath, a versatile outsole provides a platform for self-expression on firm ground and artificial grass. Up top, Mexico's colors and badge show you stand with your team.",4.7,24,"love soccer ? pitch , anything want . choose adidas gamemode play beautiful game way . cleat hybridtouch upper soft touch universal fit added comfort . underneath , versatile outsole provides platform self-expression firm ground artificial grass . top , mexico 's color badge show stand team .",1,0.11500000000000003,Positive
Response Super 2.0 Shoes,H04563,72,90.0,White,Shoes,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.5,94,"move day feeling comfortable ready anything adidas running shoe . mesh upper breathable , keeping foot fresh even warm day . energized cushioning put spring every step take . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.18571428571428572,Positive
Runfalcon 2.0 Shoes,GZ7418,40,50.0,Black,Shoes,Kids/Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",4.6,427,"shoe everyday wear , hall school gym class running errand weekend . whether kid new track team need move day confidence , adidas sneaker deliver . lightweight feel provides comfort even longest day .",1,-0.03181818181818183,Negative
Fluidflow 2.0 Shoes,FY5961,56,80.0,White,Shoes,Women/Shoes,It doesn't really matter whether or not a run is in the cards for the day. An ultra-breathable feel and cushy midsole that energizes give these adidas running shoes an edge. Hit the pavement or hit the town. You've got the kicks for whatever unfolds.,4.6,274,n't really matter whether run card day . ultra-breathable feel cushy midsole energizes give adidas running shoe edge . hit pavement hit town . 've got kick whatever unfolds .,1,0.55,Positive
Run Falcon 2.0 Shoes,H04537,48,60.0,Orange,Shoes,Men/Shoes,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",4.7,1518,"strap running shoe 're set jog park followed coffee friend . mesh upper outstanding breathability , 're meant deliver comfort day long . durable rubber outsole give solid foundation matter busy schedule .",1,0.11000000000000001,Positive
Response Super 2.0 Shoes,H02028,63,90.0,Pink,Shoes,Women/Shoes,"From a morning run in the park to an afternoon at the gym and everything in between, crush your workouts in versatile comfort with these adidas running shoes. A snug-fitting upper gives you ankle support with a full range of motion. Responsive Boost cushioning keeps your feet always feeling ready for that next step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.2,38,"morning run park afternoon gym everything , crush workout versatile comfort adidas running shoe . snug-fitting upper give ankle support full range motion . responsive boost cushioning keep foot always feeling ready next step . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.11000000000000001,Positive
Gamemode Firm Ground Cleats,GY7535,80,100.0,Silver,Shoes,Soccer/Shoes,"Why do we all love soccer? Because out there on the pitch, we can be anything we want. Choose your adidas Gamemode and play the beautiful game your way. These cleats have a HybridTouch upper for a soft touch and a universal fit for added comfort. Underneath, a versatile outsole provides a platform for self-expression on firm ground and artificial grass. Up top, vibrant graphics borrow from the Uniforia ball used at Europe's showpiece summer event.",4.7,24,"love soccer ? pitch , anything want . choose adidas gamemode play beautiful game way . cleat hybridtouch upper soft touch universal fit added comfort . underneath , versatile outsole provides platform self-expression firm ground artificial grass . top , vibrant graphic borrow uniforia ball used europe 's showpiece summer event .",1,0.11969696969696973,Positive
Kaptir Super Shoes,Q46282,72,90.0,Grey,Shoes,Women/Shoes,"While there's no mistaking the look of classic adidas running style in these sneakers, they're clearly here to deliver in the present with a vibe that's both sleek and sporty. Unmissable Boost in the heel gives them a distinctive look and brings endless energy to your step. Strap these on for a smooth ride on the busiest of days.",4.2,319,"'s mistaking look classic adidas running style sneaker , 're clearly deliver present vibe 's sleek sporty . unmissable boost heel give distinctive look brings endless energy step . strap smooth ride busiest day .",1,0.10833333333333335,Positive
Run Falcon 2.0 Shoes,H04540,48,60.0,Blue,Shoes,Men/Shoes,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",4.7,1518,"strap running shoe 're set jog park followed coffee friend . mesh upper outstanding breathability , 're meant deliver comfort day long . durable rubber outsole give solid foundation matter busy schedule .",1,0.11000000000000001,Positive
ZX 1K Boost Shoes,S42589,56,80.0,White,Shoes,Kids/Shoes,"Worthy of the ZX name, these juniors' adidas shoes put innovation on display. Inspired by cutting-edge ZX styles from the archive, this pair shows off a soft mesh upper mixed with synthetic suede. For a hit of modern tech, Boost and EVA combine to create a cushioned midsole that's ready to take on the future, one comfy step at a time.",4.6,37,"worthy zx name , junior ' adidas shoe put innovation display . inspired cutting-edge zx style archive , pair show soft mesh upper mixed synthetic suede . hit modern tech , boost eva combine create cushioned midsole 's ready take future , one comfy step time .",1,0.11904761904761904,Positive
Kaptir Super Shoes,Q46281,72,90.0,Black,Shoes,Women/Shoes,"While there's no mistaking the look of classic adidas running style in these sneakers, they're clearly here to deliver in the present with a vibe that's both sleek and sporty. Unmissable Boost in the heel gives them a distinctive look and brings endless energy to your step. Strap these on for a smooth ride on the busiest of days.",4.2,319,"'s mistaking look classic adidas running style sneaker , 're clearly deliver present vibe 's sleek sporty . unmissable boost heel give distinctive look brings endless energy step . strap smooth ride busiest day .",1,0.10833333333333335,Positive
Response Super 2.0 Shoes,H02027,63,90.0,Black,Shoes,Women/Shoes,"From a morning run in the park to an afternoon at the gym and everything in between, crush your workouts in versatile comfort with these adidas running shoes. A snug-fitting upper gives you ankle support with a full range of motion. Responsive Boost cushioning keeps your feet always feeling ready for that next step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.2,38,"morning run park afternoon gym everything , crush workout versatile comfort adidas running shoe . snug-fitting upper give ankle support full range motion . responsive boost cushioning keep foot always feeling ready next step . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.11000000000000001,Positive
Kaptir Super Shoes,H02557,72,90.0,Grey,Shoes,Men/Shoes,"As a lover of sports, you're always in motion. Make sure your feet are comfortable in these adidas running-inspired shoes. Energized midsole cushioning keeps you on your toes from the first step of your busy day to the last. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.4,595,"lover sport , 're always motion . make sure foot comfortable adidas running-inspired shoe . energized midsole cushioning keep toe first step busy day last . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.15,Positive
OZWEEGO Pure Shoes,H04216,96,120.0,Black,Shoes,Men/Shoes,"The whole ""don't judge a book by its cover"" thing? We get it. We also believe in an exception to the rule, and this adidas sneaker is one of them. Because these shoes are serving up exactly what you see at first glance — bold, distinctive style. Only thing not immediately visible is their comfort, but you feel it the moment you step into them, thanks to Adiprene cushioning.",4.6,318,"whole `` n't judge book cover '' thing ? get . also believe exception rule , adidas sneaker one . shoe serving exactly see first glance — bold , distinctive style . thing immediately visible comfort , feel moment step , thanks adiprene cushioning .",1,0.20555555555555552,Positive
Kaptir Super Shoes,GZ8172,72,90.0,Black,Shoes,Men/Shoes,"As a lover of sports, you're always in motion. Make sure your feet are comfortable in these adidas running-inspired shoes. Energized midsole cushioning keeps you on your toes from the first step of your busy day to the last. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.4,595,"lover sport , 're always motion . make sure foot comfortable adidas running-inspired shoe . energized midsole cushioning keep toe first step busy day last . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.15,Positive
Ultraboost 21 x Parley Shoes,FZ1927,126,180.0,White,Shoes,Men/Shoes,"Raise your own bar. That's what adidas did when we updated the legendary Ultraboost running shoes with even more energy-returning benefits than before. The responsive Boost midsole, foot-hugging upper and grippy yet flexible sole are still here. Now, a Linear Energy Push system gives extra propulsion to each step with increased forefoot and midfoot stiffness. This version is made using recycled materials, part of adidas commitment to help end plastic waste.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 92% of the textile is Primeblue yarn. No virgin polyester.",4.5,207,"raise bar . 's adidas updated legendary ultraboost running shoe even energy-returning benefit . responsive boost midsole , foot-hugging upper grippy yet flexible sole still . , linear energy push system give extra propulsion step increased forefoot midfoot stiffness . version made using recycled material , part adidas commitment help end plastic waste . product made primeblue , high-performance recycled material made part parley ocean plastic . 50 % upper textile , 92 % textile primeblue yarn . virgin polyester .",1,0.2,Positive
Kaptir Super Shoes,GZ5346,72,90.0,White,Shoes,Women/Shoes,"While there's no mistaking the look of classic adidas running style in these sneakers, they're clearly here to deliver in the present with a vibe that's both sleek and sporty. Unmissable Boost in the heel gives them a distinctive look and brings endless energy to your step. Strap these on for a smooth ride on the busiest of days.",4.2,319,"'s mistaking look classic adidas running style sneaker , 're clearly deliver present vibe 's sleek sporty . unmissable boost heel give distinctive look brings endless energy step . strap smooth ride busiest day .",1,0.10833333333333335,Positive
FortaRun Lace Running Shoes,GY2745,44,55.0,Red,Shoes,Kids/Shoes,"Trying out for the track team may be years away, but there's plenty of running to do right now. These kids' adidas shoes have plush Cloudfoam cushioning to keep them comfortable as they sprint through the park or race down the street. A durable non-marking outsole stands up to hard-playing kids. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content.",4.7,104,"trying track team may year away , 's plenty running right . kid ' adidas shoe plush cloudfoam cushioning keep comfortable sprint park race street . durable non-marking outsole stand hard-playing kid . product made primegreen , series high-performance recycled material . 50 % upper recycled content .",1,0.13253968253968254,Positive
Response Super 2.0 Shoes,G58068,81,90.0,Black,Shoes,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.5,94,"move day feeling comfortable ready anything adidas running shoe . mesh upper breathable , keeping foot fresh even warm day . energized cushioning put spring every step take . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.18571428571428572,Positive
Ultraboost DNA 1.0 Shoes,H05263,144,180.0,Turquoise,Shoes,Running/Shoes,"Bringing it back to the OG pair. These shoes have the same knit pattern we used on the very first Ultraboosts from 2015. Although it carries the DNA of performance running, these trainers are built for the day-to-day. The adidas Primeknit upper has a supportive feel, and the Boost midsole offers comfort you'll have to feel to believe.",4.8,584,"bringing back og pair . shoe knit pattern used first ultraboosts 2015. although carry dna performance running , trainer built day-to-day . adidas primeknit upper supportive feel , boost midsole offer comfort 'll feel believe .",1,0.15416666666666665,Positive
Racer TR21 Shoes,H05765,60,75.0,Blue,Shoes,Men/Shoes,"Bring the comfort and athletic style of running footwear to your everyday look in these adidas shoes. Step through your day confidently with a snug fit and a lightweight midsole that cushions your feet with every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.6,377,"bring comfort athletic style running footwear everyday look adidas shoe . step day confidently snug fit lightweight midsole cushion foot every step . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.175,Positive
Ultraboost DNA 1.0 Shoes,H05264,144,180.0,Green,Shoes,Running/Shoes,"Bringing it back to the OG pair. These shoes have the same knit pattern we used on the very first Ultraboosts from 2015. Although it carries the DNA of performance running, these trainers are built for the day-to-day. The adidas Primeknit upper has a supportive feel, and the Boost midsole offers comfort you'll have to feel to believe.",4.8,584,"bringing back og pair . shoe knit pattern used first ultraboosts 2015. although carry dna performance running , trainer built day-to-day . adidas primeknit upper supportive feel , boost midsole offer comfort 'll feel believe .",1,0.15416666666666665,Positive
NMD_R1 V2 Shoes,GX0538,112,140.0,White,Shoes,Men/Shoes,"The future is now. Make the most of today, tomorrow and every day after. Inspired by archival running shoes from the '80s, NMD was created in 2015 to merge everyday style sensibility with modern technologies. These adidas NMD_R1 V2 sneakers keep your feet cushioned and energized with Boost and wrapped up in chic transparent details so you can seize the day your way. The future is yours. Get after it.",4.5,223,"future . make today , tomorrow every day . inspired archival running shoe '80s , nmd created 2015 merge everyday style sensibility modern technology . adidas nmd_r1 v2 sneaker keep foot cushioned energized boost wrapped chic transparent detail seize day way . future . get .",1,0.1,Positive
Racer TR21 Shoes,GZ8193,60,75.0,Blue,Shoes,Men/Shoes,"Stay comfortable and light on your feet through every step of your day in these shoes. Running-inspired cushioning is lightweight underfoot. The 3-Stripes design brings classic adidas style to any look. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.6,377,"stay comfortable light foot every step day shoe . running-inspired cushioning lightweight underfoot . 3-stripes design brings classic adidas style look . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.24166666666666667,Positive
NMD_R1 V2 Shoes,GX0544,112,140.0,White,Shoes,Men/Shoes,"The future is now. Make the most of today, tomorrow and every day after. Inspired by archival running shoes from the '80s, NMD was created in 2015 to merge everyday style sensibility with modern technologies. These adidas NMD_R1 V2 sneakers keep your feet cushioned and energized with Boost and wrapped up in chic transparent details so you can seize the day your way. The future is yours. Get after it.",4.5,223,"future . make today , tomorrow every day . inspired archival running shoe '80s , nmd created 2015 merge everyday style sensibility modern technology . adidas nmd_r1 v2 sneaker keep foot cushioned energized boost wrapped chic transparent detail seize day way . future . get .",1,0.1,Positive
Response Super 2.0 Shoes,H04566,81,90.0,Blue,Shoes,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.5,94,"move day feeling comfortable ready anything adidas running shoe . mesh upper breathable , keeping foot fresh even warm day . energized cushioning put spring every step take . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.18571428571428572,Positive
Response Super 2.0 Shoes,H04565,81,90.0,Black,Shoes,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.5,94,"move day feeling comfortable ready anything adidas running shoe . mesh upper breathable , keeping foot fresh even warm day . energized cushioning put spring every step take . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.18571428571428572,Positive
OZWEEGO Pure Shoes,H04226,96,120.0,White,Shoes,Men/Shoes,"The whole ""don't judge a book by its cover"" thing? We get it. We also believe in an exception to the rule, and this adidas sneaker is one of them. Because these shoes are serving up exactly what you see at first glance — bold, distinctive style. Only thing not immediately visible is their comfort, but you feel it the moment you step into them, thanks to Adiprene cushioning.",4.6,318,"whole `` n't judge book cover '' thing ? get . also believe exception rule , adidas sneaker one . shoe serving exactly see first glance — bold , distinctive style . thing immediately visible comfort , feel moment step , thanks adiprene cushioning .",1,0.20555555555555552,Positive
Response Super 2.0 Shoes,H02025,63,90.0,Grey,Shoes,Women/Shoes,"From a morning run in the park to an afternoon at the gym and everything in between, crush your workouts in versatile comfort with these adidas running shoes. A snug-fitting upper gives you ankle support with a full range of motion. Responsive Boost cushioning keeps your feet always feeling ready for that next step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.2,38,"morning run park afternoon gym everything , crush workout versatile comfort adidas running shoe . snug-fitting upper give ankle support full range motion . responsive boost cushioning keep foot always feeling ready next step . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.11000000000000001,Positive
ZX 2K Boost Shoes,FY2637,84,120.0,White,Shoes,Kids/Shoes,"Some people live in the past. Some only think of the future. Lace up in these juniors' adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",4.8,80,"people live past . think future . lace junior ' adidas zx 2k boost shoe see value . reworking '80s technical runner archive , sandwich mesh upper pair futuristic tpu overlay look 's part past , part future . bold logo graphic stand comfortable boost midsole purely modern edge .",1,0.051790633608815424,Positive
ZX 2K Boost Shoes,GY5062,84,120.0,White,Shoes,Kids/Shoes,"Y'all ready for this? The next era of adidas innovation collides with comfort. These juniors' ZX 2K Boost Shoes build on a legacy of adidas running that started in the '80s and hasn't stopped. By combining Boost cushioning with progressive styling, the ZX dynasty moves into the future with modern, street-ready spirit.",4.8,80,"y'all ready ? next era adidas innovation collides comfort . junior ' zx 2k boost shoe build legacy adidas running started '80s n't stopped . combining boost cushioning progressive styling , zx dynasty move future modern , street-ready spirit .",1,0.1,Positive
Racer TR21 Shoes,H00651,60,75.0,White,Shoes,Women/Shoes,"These adidas shoes bring the athletic style of running footwear to your everyday look. Move confidently through your day in a comfortably snug fit and a lightweight midsole that provides all-day cushioning underfoot.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.8,78,"adidas shoe bring athletic style running footwear everyday look . move confidently day comfortably snug fit lightweight midsole provides all-day cushioning underfoot . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.22000000000000003,Positive
Lite Racer Adapt 4.0 Shoes,H04808,46,65.0,White,Shoes,Men/Shoes,"Casual style that's easy to get on and off. You'll want to wear these adidas shoes every day of the week. Inspired by classic running looks, these shoes have a bold adidas graphic on the midfoot band. A mesh upper adds breathability, and the Cloudfoam midsole is ultra comfortable.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",4.6,395,"casual style 's easy get . 'll want wear adidas shoe every day week . inspired classic running look , shoe bold adidas graphic midfoot band . mesh upper add breathability , cloudfoam midsole ultra comfortable . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.10416666666666666,Positive
ZX 2K Boost Shoes,FY2638,84,120.0,Yellow,Shoes,Kids/Shoes,"Some people live in the past. Some only think of the future. Lace up in these juniors' adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",4.8,80,"people live past . think future . lace junior ' adidas zx 2k boost shoe see value . reworking '80s technical runner archive , sandwich mesh upper pair futuristic tpu overlay look 's part past , part future . bold logo graphic stand comfortable boost midsole purely modern edge .",1,0.051790633608815424,Positive
Racer TR21 Shoes,GZ8194,60,75.0,Grey,Shoes,Men/Shoes,"Stay comfortable and light on your feet through every step of your day in these shoes. Running-inspired cushioning is lightweight underfoot. The 3-Stripes design brings classic adidas style to any look. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.6,377,"stay comfortable light foot every step day shoe . running-inspired cushioning lightweight underfoot . 3-stripes design brings classic adidas style look . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.24166666666666667,Positive
Racer TR Slides,G58171,28,35.0,Blue,Shoes,Swim/Shoes,"Introduced in 1972, the beloved adidas Adilette slides have been much copied but never surpassed. Designed to transition seamlessly from the beach to the locker room to running errands around town, this version has a soft EVA bandage upper and a comfortable contoured footbed.",4.4,79,"introduced 1972 , beloved adidas adilette slide much copied never surpassed . designed transition seamlessly beach locker room running errand around town , version soft eva bandage upper comfortable contoured footbed .",1,0.25,Positive
Ultraboost Slip-On DNA Shoes,H02816,108,180.0,Black,Shoes,Women/Shoes,"Swift, light and even more effortless than before. These adidas Ultraboost running shoes have a slip-on design that gets you out the door fast and a soft upper that adapts to your foot for a barely-there feel. The Boost midsole returns energy endlessly as you rack up the miles and a flexible sole keeps your stride smooth over blacktop, dirt and slick surfaces. Whatever the distance, whatever the destination, enjoy the ride.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",4.5,385,"swift , light even effortless . adidas ultraboost running shoe slip-on design get door fast soft upper adapts foot barely-there feel . boost midsole return energy endlessly rack mile flexible sole keep stride smooth blacktop , dirt slick surface . whatever distance , whatever destination , enjoy ride . product made primeblue , high-performance recycled material made part parley ocean plastic . 50 % upper textile , 75 % textile primeblue yarn . virgin polyester .",1,0.12708333333333333,Positive
ZX 1K Shoes,Q46276,46,65.0,Black,Shoes,Kids/Shoes,"There's no slowing kids down. They grow more, eat more, do more and know more seemingly every day. Keeping up with them can be tough, but these adidas ZX 1K Shoes are up for the job. They've got a long history of running on their side, which means they're all about fast moves and comfort. Lace kids into them and just watch as they step into their own.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.7,17,"'s slowing kid . grow , eat , know seemingly every day . keeping tough , adidas zx 1k shoe job . 've got long history running side , mean 're fast move comfort . lace kid watch step . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.18232323232323233,Positive
ZX 1K Shoes,Q46278,46,65.0,White,Shoes,Kids/Shoes,"There's no slowing kids down. They grow more, eat more, do more and know more seemingly every day. Keeping up with them can be tough, but these adidas ZX 1K Shoes are up for the job. They've got a long history of running on their side, which means they're all about fast moves and comfort. Lace kids into them and just watch as they step into their own.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.7,17,"'s slowing kid . grow , eat , know seemingly every day . keeping tough , adidas zx 1k shoe job . 've got long history running side , mean 're fast move comfort . lace kid watch step . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.18232323232323233,Positive
Racer TR21 Shoes,GZ8191,60,75.0,White,Shoes,Men/Shoes,"Stay comfortable and light on your feet through every step of your day in these shoes. Running-inspired cushioning is lightweight underfoot. The 3-Stripes design brings classic adidas style to any look. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.6,377,"stay comfortable light foot every step day shoe . running-inspired cushioning lightweight underfoot . 3-stripes design brings classic adidas style look . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.24166666666666667,Positive
EQ21 Run COLD.RDY Shoes,H00496,68,85.0,Black,Shoes,Men/Shoes,"As a die-hard runner, you won't be slowed down by a day of bad weather. Lace up to take on the elements in these adidas running shoes. Winterized COLD.RDY helps your feet stay warm and cozy as you log miles. Lightweight cushioning absorbs impact with each step.",4.6,28,"die-hard runner , wo n't slowed day bad weather . lace take element adidas running shoe . winterized cold.rdy help foot stay warm cozy log mile . lightweight cushioning absorbs impact step .",1,-0.11388888888888885,Negative
