product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,brand2,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
Men's adidas Original X_PLR Shoes,EE4577,7599,4559,40,Adidas ORIGINALS,"Fresh racer style for daily wear. Inspired by modern running shoes, the X_PLR has a clean low top look for exploring urban streets. These sneakers feature a soft knit upper for a snug, sock-like feel. Faux leather details add modern texture. Everything rides on a lightweight EVA midsole for all-day comfort.",3.9,60,Adidas,"fresh racer style daily wear . inspired modern running shoe , x_plr clean low top look exploring urban street . sneaker feature soft knit upper snug , sock-like feel . faux leather detail add modern texture . everything ride lightweight eva midsole all-day comfort .",1,0.16666666666666669,Positive
Men's adidas Originals SUPERSTAR 80S DECON Low Shoes,BZ0109,12999,5200,60,Adidas ORIGINALS,"Born on the basketball court, the adidas Superstar trainer took a big step in the '80s onto the feet of hip-hop royalty. This version offers a fresh, minimal take on the legendary shell-toe look. A meticulously crafted single-layer leather upper is adorned with laser-etched 3-Stripes and Trefoil logo. A leather shell toe keeps the look authentic.",2.7,44,Adidas,"born basketball court , adidas superstar trainer took big step '80s onto foot hip-hop royalty . version offer fresh , minimal take legendary shell-toe look . meticulously crafted single-layer leather upper adorned laser-etched 3-stripes trefoil logo . leather shell toe keep look authentic .",1,0.2571428571428572,Positive
Men's adidas Sport Inspired Lite Racer Clean Shoes,F34571,4599,2299,50,Adidas CORE / NEO,A flashy racer style in a sleek package. A sandwich mesh upper gives these running-inspired shoes an airy feel. Tongue and heel pulls allow for easy on and off. Lightweight cushioning offers superior comfort.,3.0,88,Adidas,flashy racer style sleek package . sandwich mesh upper give running-inspired shoe airy feel . tongue heel pull allow easy . lightweight cushioning offer superior comfort .,1,0.14666666666666667,Positive
MEN'S ADIDAS RUNNING KYLEN 1.0 SHOES,CJ8014,4999,2499,50,Adidas CORE / NEO,The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,3.8,73,Adidas,adidas kylen 1.0 shoe men . lightweight running shoe come new upper design made low ground faster 3-stripes execution enhances 's overall appeal along great fit . combination synthetic overlay mesh underlay ensure breathability durability lightstrike eva midsole full rubber outsole provides durability .,1,0.24090909090909093,Positive
MEN'S ADIDAS RUNNING GALAXY 4 SHOES,CP8822,5299,2649,50,Adidas CORE / NEO,Plush comfort delivers a cloudlike ride. These men's running shoes have a soft cloudfoam midsole for a cushioned response to every touchdown. The breathable mesh upper with a moulded overlay offers breathability and lightweight support. A durable outsole provides long-lasting wear.,2.9,1,Adidas,plush comfort delivers cloudlike ride . men 's running shoe soft cloudfoam midsole cushioned response every touchdown . breathable mesh upper moulded overlay offer breathability lightweight support . durable outsole provides long-lasting wear .,1,0.06666666666666667,Positive
Men's adidas Sport Inspired Questar Flow Shoes,F36242,6999,3499,50,Adidas CORE / NEO,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,2.5,33,Adidas,light foot . ready street . running-inspired shoe give textured knit upper modern edge floating 3-stripes integrated lacing system . ultra-soft cloudfoam cushioning one-piece midsole outsole provides comfort last day long .,1,0.15,Positive
MEN'S ADIDAS RUNNING NEPTON 1.0 SHOES,CJ8074,4999,2499,50,Adidas CORE / NEO,The sleek looking adidas Nepton 1.0 running shoes for men crafted with Synthetic overlays with Mesh upper. The breathable Mesh toe with Synthetic at heel offer extended grip and comfort. Light strike IMEVA midsole with rubber outsole for best durability in high wear areas,3.5,49,Adidas,sleek looking adidas nepton 1.0 running shoe men crafted synthetic overlay mesh upper . breathable mesh toe synthetic heel offer extended grip comfort . light strike imeva midsole rubber outsole best durability high wear area,1,0.38999999999999996,Positive
MEN'S ADIDAS RUNNING KYLEN 1.0 SHOES,CJ8015,4999,2499,50,Adidas CORE / NEO,The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,2.0,39,Adidas,adidas kylen 1.0 shoe men . lightweight running shoe come new upper design made low ground faster 3-stripes execution enhances 's overall appeal along great fit . combination synthetic overlay mesh underlay ensure breathability durability lightstrike eva midsole full rubber outsole provides durability .,1,0.24090909090909093,Positive
MEN'S ADIDAS RUNNING ERDIGA 3.0 SHOES,CJ8114,4299,2149,50,Adidas CORE / NEO,The adidas Erdiga 3.0 shoes for men crafted with Mesh-Synthetic upper for added comfort. The IMEVA midsole provides optimized cushioning and rebounding. The outsole is made of high durable rubber.,3.2,50,Adidas,adidas erdiga 3.0 shoe men crafted mesh-synthetic upper added comfort . imeva midsole provides optimized cushioning rebounding . outsole made high durable rubber .,1,0.08,Positive
MEN'S ADIDAS RUNNING NEPTON 1.0 SHOES,CJ8075,4999,2499,50,Adidas CORE / NEO,The sleek looking adidas Nepton 1.0 running shoes for men crafted with Synthetic overlays with Mesh upper. The breathable Mesh toe with Synthetic at heel offer extended grip and comfort. Light strike IMEVA midsole with rubber outsole for best durability in high wear areas,4.2,85,Adidas,sleek looking adidas nepton 1.0 running shoe men crafted synthetic overlay mesh upper . breathable mesh toe synthetic heel offer extended grip comfort . light strike imeva midsole rubber outsole best durability high wear area,1,0.38999999999999996,Positive
MEN'S ADIDAS RUNNING ASWEEGO SHOES,F35444,7999,3999,50,Adidas CORE / NEO,Shoes with flexibility and responsiveness for multisport training. These shoes have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,1.0,45,Adidas,shoe flexibility responsiveness multisport training . shoe mesh upper hug foot sock-like fit . pillow-like midsole cushioning provides long-lasting comfort . durable rubber insert forefoot heel provide added grip 're ready unexpected terrain .,1,0.17500000000000002,Positive
Men's adidas Originals Samba RM Shoes,EE5508,11999,7199,40,Adidas ORIGINALS,"An instant icon since its '50s debut as an indoor trainer, the Samba is timeless. These shoes stay true to their legacy while modernising the design with streamlined proportions and state-of-the-art cushioning. They're made of suede and ballistic nylon overlays. A hidden full-length Boost midsole gives responsive cushioning.",4.6,95,Adidas,"instant icon since '50s debut indoor trainer , samba timeless . shoe stay true legacy modernising design streamlined proportion state-of-the-art cushioning . 're made suede ballistic nylon overlay . hidden full-length boost midsole give responsive cushioning .",1,0.05416666666666666,Positive
MEN'S ADIDAS RUNNING FURIO 1.0 SHOES,CJ7991,5599,2799,50,Adidas CORE / NEO,The premium looking adidas Furio Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.,4.4,95,Adidas,premium looking adidas furio running shoe men crafted knit mesh upper . lightstrike imeva midsole full rubber outsole provides durability .,0,0.175,Positive
Men's adidas Running Rush Shoes,CL7312,3599,1799,50,Adidas CORE / NEO,"Great everyday shoes for runners to go that extra mile. Features Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",4.0,10,Adidas,"great everyday shoe runner go extra mile . feature mesh upper maximum ventilation , lightstrike eva midsole visible adiprene providing protection harmful impact force durable rubber outsole long-lasting wear .",1,0.15000000000000002,Positive
Men's adidas Running Fluo Shoes,CL7611,3799,1899,50,Adidas CORE / NEO,"Great everyday shoes for runners to go that extra mile. Features Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",4.3,9,Adidas,"great everyday shoe runner go extra mile . feature mesh upper maximum ventilation , lightstrike eva midsole visible adiprene providing protection harmful impact force durable rubber outsole long-lasting wear .",1,0.15000000000000002,Positive
Men's adidas Running Kyris 1.0 Shoes,CK9605,4599,2299,50,Adidas CORE / NEO,The adidas Kyris 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,3.1,65,Adidas,adidas kyris 1.0 shoe men . lightweight running shoe come new upper design made low ground faster 3-stripes execution enhances 's overall appeal along great fit . combination textile mesh ensure breathability lightstrike eva midsole full rubber outsole provides durability .,1,0.24090909090909093,Positive
Men's adidas Running Stargon 1.0 Shoes,CK9481,4299,2149,50,Adidas CORE / NEO,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Textile-Mesh upper ensure breathability and durability while the Lightstrike IMEVA midsole provides premium cushioning. Full Rubber outsole provides durability.",2.2,27,Adidas,"adidas running shoe men . lightweight shoe give round comfort , cushioning , durability & support simplistic design . combination textile-mesh upper ensure breathability durability lightstrike imeva midsole provides premium cushioning . full rubber outsole provides durability .",1,-0.0875,Negative
Men's adidas Sport Inspired Zeta 2.0 Shoes,CK9505,4599,2299,50,Adidas CORE / NEO,Fresh running-inspired style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush IMEVA midsole and Rubber outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.,3.2,46,Adidas,fresh running-inspired style . shoe lightweight textile upper hug foot sock-like construction . plush imeva midsole rubber outsole cushioning keep foot comfortable throughout day . seamless 3-stripes flash side .,1,0.1288888888888889,Positive
Men's adidas Sport Inspired Fassar Shoes,CK9485,3999,1999,50,Adidas CORE / NEO,"These men's running-inspired shoes feature a Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear.",4.9,65,Adidas,"men 's running-inspired shoe feature mesh upper maximum ventilation , lightstrike imeva midsole durable rubber outsole long-lasting wear .",0,0.0,Neutral
Men's adidas Sport Inspired Fassar Shoes,CL7489,3999,1999,50,Adidas CORE / NEO,"These men's running-inspired shoes feature a Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear.",3.6,5,Adidas,"men 's running-inspired shoe feature mesh upper maximum ventilation , lightstrike imeva midsole durable rubber outsole long-lasting wear .",0,0.0,Neutral
Men's adidas Outdoor Echo Sandals,CL9947,2799,1679,40,Adidas SPORT PERFORMANCE,"Step out in these adidas Alsek sandals for men. Made of supportive yet sleek with adjustable straps, the Synthetic upper has a adjustable straps with Die-cut EVA midsole for stable cushioning and Textured footbed for comfort. They come with an Abrasion resistant Rubber outsole with wet and dry traction pattern and a protective toe-lip.",2.4,95,Adidas,"step adidas alsek sandal men . made supportive yet sleek adjustable strap , synthetic upper adjustable strap die-cut eva midsole stable cushioning textured footbed comfort . come abrasion resistant rubber outsole wet dry traction pattern protective toe-lip .",1,0.08333333333333334,Positive
Men's adidas Originals CountryxKamanda Shoes,EE5668,11999,7199,40,Adidas ORIGINALS,"These shoes feature a classic upper that comes straight from the 1970 adidas Country. The sculpted outsole belongs to the Kamanda, a modern trainer with a design that riffs off the iconic tread pattern of the Samba. The shoes are made of soft, lightweight leather.",1.5,24,Adidas,"shoe feature classic upper come straight 1970 adidas country . sculpted outsole belongs kamanda , modern trainer design riff iconic tread pattern samba . shoe made soft , lightweight leather .",1,0.19444444444444445,Positive
Men's adidas Running Furio Lite 1.0 Shoes,CK9539,3599,1799,50,Adidas CORE / NEO,The lightweight adidas Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.,2.4,24,Adidas,lightweight adidas furio lite 1.0 running shoe men crafted knit mesh upper . lightstrike imeva midsole full rubber outsole provides durability .,0,0.175,Positive
Men's adidas RUNNING NAYO SHOES,CI1702,4599,1840,60,Adidas CORE / NEO,"The adidas Nayo shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability.",4.0,29,Adidas,"adidas nayo shoe men . lightweight running shoe give round comfort , cushioning , durability & support simplistic design . combination synthetic overlay mesh underlay ensure breathability durability light strike eva midsole provides premium cushioning 's . full rubber outsole provides durability .",1,0.012500000000000011,Positive
MEN'S adidas RUNNING nayo 1.0 SHOES,CI1812,4999,2000,60,Adidas CORE / NEO,"The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability.",2.8,3,Adidas,"adidas nayo 1.0 shoe men . lightweight running shoe give round comfort , cushioning , durability & support simplistic design . combination synthetic overlay mesh underlay ensure breathability durability light strike eva midsole provides premium cushioning 's . full rubber outsole provides durability .",1,0.012500000000000011,Positive
Men's adidas Originals Stan Smith Shoes,FV4298,10999,10999,0,Adidas ORIGINALS,The instantly recognisable classic gets a gleaming makeover. These Stan Smith shoes update the iconic look with an eye-catching metallic upper. Perforated 3-Stripes stay true to the heritage design.,4.8,25,Adidas,instantly recognisable classic get gleaming makeover . stan smith shoe update iconic look eye-catching metallic upper . perforated 3-stripes stay true heritage design .,1,0.2033333333333333,Positive
MEN's adidas RUNNING Stardrift SHOES,CI1739,4999,2000,60,Adidas CORE / NEO,Experience explosive energy and modern style with this new designed adidas Stardrift shoes for men. Sandwich mesh upper for maximum ventilation. They come with with edgy three stripes design.,4.7,39,Adidas,experience explosive energy modern style new designed adidas stardrift shoe men . sandwich mesh upper maximum ventilation . come edgy three stripe design .,1,0.009090909090909094,Positive
MEN's adidas RUNNING toril SHOES,CI1935,4599,1840,60,Adidas CORE / NEO,"Designed to go the distance, these adidas Toril 1.0 running shoes for men give optimum cushioning to your feet with EVA midsole and its Mesh upper inspires comfortable familiarity. It's smart style details balance the clean design and the rubber outsole provides best durability.",1.0,0,Adidas,"designed go distance , adidas toril 1.0 running shoe men give optimum cushioning foot eva midsole mesh upper inspires comfortable familiarity . 's smart style detail balance clean design rubber outsole provides best durability .",1,0.44682539682539685,Positive
MEN'S ADIDAS ORIGINALS FUTUREPACER SHOES,B37266,18999,9499,50,Adidas ORIGINALS,"The Futurepacer reworks the revolutionary design of the 1984 Micropacer to challenge old ideas of what a sneaker should look like. This futuristic style makes a statement with a fully reflective stretchy upper and a mix of premium leather, nubuck and K-leather. Responsive cushioning provides all-day comfort.",1.0,18,Adidas,"futurepacer reworks revolutionary design 1984 micropacer challenge old idea sneaker look like . futuristic style make statement fully reflective stretchy upper mix premium leather , nubuck k-leather . responsive cushioning provides all-day comfort .",1,0.05,Positive
MEN'S ADIDAS ORIGINALS N-5923 SHOES,B37955,7599,3799,50,Adidas ORIGINALS,"Inspired by '70s adidas running sneakers, these shoes have a retro look with a modern feel. They feature a snug, supportive knit upper that's paired with wedge-shaped cushioning at the midsole.",3.8,12,Adidas,"inspired '70s adidas running sneaker , shoe retro look modern feel . feature snug , supportive knit upper 's paired wedge-shaped cushioning midsole .",1,0.2333333333333333,Positive
Men's adidas Originals Tubular Dusk Shoes,BD7842,7999,3999,50,Adidas ORIGINALS,The Tubular's innovative rippled sole comes from a '90s running shoe prototype with cushioning based on car tyres. These shoes translate the retro style for today's streets. The sock-like knit upper shows off a colour-pop design. A high collar at the heel highlights the iconic look.,4.8,73,Adidas,tubular 's innovative rippled sole come '90s running shoe prototype cushioning based car tyre . shoe translate retro style today 's street . sock-like knit upper show colour-pop design . high collar heel highlight iconic look .,1,0.23200000000000004,Positive
Men's adidas Originals Samba OG Shoes,BD7528,7999,3999,50,Adidas ORIGINALS,"Born on the pitch, the Samba is a timeless icon of street style. These shoes offer a premium version of the classic style. They're made of the finest quality full grain leather. A soft, responsive gum rubber cupsole completes the vintage look and feel.",4.6,11,Adidas,"born pitch , samba timeless icon street style . shoe offer premium version classic style . 're made finest quality full grain leather . soft , responsive gum rubber cupsole completes vintage look feel .",1,0.20555555555555552,Positive
Men's adidas Originals A.R. Trainer Shoes,BD7840,8999,4499,50,Adidas ORIGINALS,"In the '80s, tennis champions triumphed on grass, clay and concrete to garner Grand Slam titles. These shoes take design cues from a 1988 tennis sneaker designed to perform on all surfaces. Made in a mix of textures, these streetwear shoes come in a supple leather upper with textured suede at the toe.",4.5,96,Adidas,"'80s , tennis champion triumphed grass , clay concrete garner grand slam title . shoe take design cue 1988 tennis sneaker designed perform surface . made mix texture , streetwear shoe come supple leather upper textured suede toe .",1,0.21666666666666667,Positive
Men's adidas RUNNING Stardrift Low Shoes,CI1738,4999,2000,60,Adidas CORE / NEO,Experience explosive energy and modern style with this new designed adidas Stardrift shoes for men. Sandwich mesh upper for maximum ventilation. They come with with edgy three stripes design.,3.0,85,Adidas,experience explosive energy modern style new designed adidas stardrift shoe men . sandwich mesh upper maximum ventilation . come edgy three stripe design .,1,0.009090909090909094,Positive
MEN'S ADIDAS RUNNING AEROBOUNCE 2 SHOES,AQ0535,8999,4499,50,Adidas SPORT PERFORMANCE,"Built for long-distance running, these men's shoes balance comfort and support in a lightweight build. Suede lining in the breathable mesh upper has a soft feel against your foot. A-frame lacing and midfoot banding provide a locked-down fit.",4.1,50,Adidas,"built long-distance running , men 's shoe balance comfort support lightweight build . suede lining breathable mesh upper soft feel foot . a-frame lacing midfoot banding provide locked-down fit .",1,0.16666666666666666,Positive
Men's adidas Originals Pusha T Ozweego Shoes,FV2484,13999,13999,0,Adidas ORIGINALS,"Pusha T came from the street to claim his status as a global name. A collaboration with the hip hop artist, these Pusha T Ozweego shoes take late-'90s and early-'00s running style in a new direction. They feature a textile and suede upper and a rubber outsole.",3.1,14,Adidas,"pusha came street claim status global name . collaboration hip hop artist , pusha ozweego shoe take late-'90s early-'00s running style new direction . feature textile suede upper rubber outsole .",0,-0.012727272727272726,Negative
Men's adidas Sport Inspired Lite Racer CLN Shoes,EE8137,4999,2999,40,Adidas CORE / NEO,"Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day.",4.3,65,Adidas,"designed sleek line minimalist look , shoe light breathable mesh upper . pillowy cushioning delivers comfort last day .",1,0.2,Positive
Men's adidas Running Jerzo Shoes,CL7455,5299,3179,40,Adidas CORE / NEO,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile upper with a supportive cage that wraps around the midfoot to give you stability where you need it most EVA midsole and durable Rubber outsole for long-lasting wear.,4.8,85,Adidas,men 's running shoe keep comfortable stay focused goal . feature textile upper supportive cage wrap around midfoot give stability need eva midsole durable rubber outsole long-lasting wear .,1,0.35,Positive
Men's adidas Nova Run Shoes,EE9267,8999,5399,40,Adidas CORE / NEO,The finish line isn't as important as feeling you achieved your personal best. These running shoes combine ultra-soft cushioning with a foot-hugging design to help you reach your goals. Support from the forefoot to the heel offers stability for a controlled stride. The engineered mesh upper provides breathability and flashes signature 3-Stripes.,1.5,66,Adidas,finish line n't important feeling achieved personal best . running shoe combine ultra-soft cushioning foot-hugging design help reach goal . support forefoot heel offer stability controlled stride . engineered mesh upper provides breathability flash signature 3-stripes .,1,0.3,Positive
Men's adidas Originals Supercourt RX Shoes,FW5365,12999,12999,0,Adidas ORIGINALS,"New year, new kicks. These adidas Supercourt RX Shoes celebrate the Year of the Rat with a luscious satiny upper. An allover print borrows design themes from classical Chinese art. Each shoe is subtly different, down to the sockliner. They come with three sets of laces, so you can switch up your look all year long.",3.3,82,Adidas,"new year , new kick . adidas supercourt rx shoe celebrate year rat luscious satiny upper . allover print borrows design theme classical chinese art . shoe subtly different , sockliner . come three set lace , switch look year long .",1,0.00839646464646464,Positive
MEN'S ADIDAS OUTDOOR SIKII SHOES,CJ0177,5599,2799,50,Adidas SPORT PERFORMANCE,These shoes for men has all the ingredients for the perfect outdoor shoes. The upper consists Soft nubuck leathers for enhanced comfort. The Super High Traction Rubber for optimal grip in wet conditions. Lightweight EVA midsole for long term cushioning.,2.9,44,Adidas,shoe men ingredient perfect outdoor shoe . upper consists soft nubuck leather enhanced comfort . super high traction rubber optimal grip wet condition . lightweight eva midsole long term cushioning .,1,0.20619047619047617,Positive
Men's adidas Running Asweerun Shoes,EE8445,5599,3359,40,Adidas CORE / NEO,"Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.",4.0,56,Adidas,"aspire greatness . running shoe made airy , lightweight mesh upper . durable rubber outsole grip pavement added stability . cushioned midsole brings comfort step .",1,0.0,Neutral
MEN'S ADIDAS OUTDOOR ANDORIAN 2 SHOES,CJ0212,4599,2299,50,Adidas SPORT PERFORMANCE,"The adidas Andorian 2 shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable woven Mesh upper. The upper comes with Non stitched fused overlay patterns They come with Lightweight EVA midsole for stability and cushioning while the Full Length ADIPRENE+ provides optimized cushioning and rebounding. TRAXIONÂ® offers superior grip and traction in all directions.",2.9,42,Adidas,"adidas andorian 2 shoe men crafted strong , grippy outsole inspired mountain bike tire , super durable woven mesh upper . upper come non stitched fused overlay pattern come lightweight eva midsole stability cushioning full length adiprene+ provides optimized cushioning rebounding . traxionâ® offer superior grip traction direction .",1,0.27380952380952384,Positive
Men's adidas Running Galaxy 4 Shoes,EE7917,5999,3599,40,Adidas CORE / NEO,"Pick up your multisport training regimen in these durable shoes. They have a breathable mesh upper with a midfoot cage for reliable support. The pillow-like midsole cushions your stride, kilometre after kilometre.",4.0,20,Adidas,"pick multisport training regimen durable shoe . breathable mesh upper midfoot cage reliable support . pillow-like midsole cushion stride , kilometre kilometre .",1,0.0,Neutral
MEN'S ADIDAS OUTDOOR SIKI SHOES,CK1086,5599,2799,50,Adidas SPORT PERFORMANCE,These shoes for men has all the ingredients for the perfect outdoor shoes. The upper consists Soft nubuck leathers for enhanced comfort. The Super High Traction Rubber for optimal grip in wet conditions. Lightweight EVA midsole for long term cushioning.,4.0,20,Adidas,shoe men ingredient perfect outdoor shoe . upper consists soft nubuck leather enhanced comfort . super high traction rubber optimal grip wet condition . lightweight eva midsole long term cushioning .,1,0.20619047619047617,Positive
Men's adidas Sport Inspired Run90s Shoes,EF0586,7999,4799,40,Adidas CORE / NEO,These shoes pack '90s attitude into a runner silhouette. The sleek shape boasts a smooth leather upper with tech-inspired neoprene details for an extra vintage feel. Pillow-soft cushioning brings unparalleled comfort to your every step.,3.2,91,Adidas,shoe pack '90s attitude runner silhouette . sleek shape boast smooth leather upper tech-inspired neoprene detail extra vintage feel . pillow-soft cushioning brings unparalleled comfort every step .,1,0.13333333333333333,Positive
Men's adidas Sport Inspired Caflaire Shoes,EE7599,5599,3359,40,Adidas CORE / NEO,"Sleek, slim style that goes with everything, these low top tennis-inspired shoes are made of premium nubuck with super-soft suede overlays for a luxurious feel. Smooth waxed laces give the shoes a sophisticated look",3.6,30,Adidas,"sleek , slim style go everything , low top tennis-inspired shoe made premium nubuck super-soft suede overlay luxurious feel . smooth waxed lace give shoe sophisticated look",1,0.35,Positive
Men's adidas Football Nemeziz 19+ Firm Ground Cleats,F34403,22999,13799,40,Adidas SPORT PERFORMANCE,"Nemeziz isn't just a cleat. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The stretchy upper on these laceless soccer cleats is weaved using different widths and tensions of tape to match your foot shape. The result is a lockdown fit that provides stability and a direct touch. A split outsole flexes with every twist and turn.",1.0,62,Adidas,"nemeziz n't cleat . 's commitment skill win , like . 'd take celebrity silverware , get . 're ready rip field carry team victory , read . stretchy upper laceless soccer cleat weaved using different width tension tape match foot shape . result lockdown fit provides stability direct touch . split outsole flex every twist turn .",1,0.16666666666666666,Positive
Men's adidas Originals Spezial Winterhill Shoes,EF1157,16999,16999,0,Adidas ORIGINALS,"Rethinking conventional terracewear, adidas Spezial's new collection brings winter-ready style to modern classics. Borrowing elements of an archival silhouette, the Winterhill SPZL shoes are updated for cold weather with an easy mid cut.",4.1,13,Adidas,"rethinking conventional terracewear , adidas spezial 's new collection brings winter-ready style modern classic . borrowing element archival silhouette , winterhill spzl shoe updated cold weather easy mid cut .",1,0.004473304473304481,Positive
Men's adidas Football Nemeziz 19.1 Firm Ground Cleats,F34407,14999,8999,40,Adidas SPORT PERFORMANCE,"Nemeziz isn't just a cleat. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The stretchy upper on these soccer cleats is weaved using different widths and tensions of tape to match your foot shape. The result is a lockdown fit that provides stability and a direct touch. A split outsole flexes with every twist and turn.",4.2,0,Adidas,"nemeziz n't cleat . 's commitment skill win , like . 'd take celebrity silverware , get . 're ready rip field carry team victory , read . stretchy upper soccer cleat weaved using different width tension tape match foot shape . result lockdown fit provides stability direct touch . split outsole flex every twist turn .",1,0.16666666666666666,Positive
Men's adidas Running SenseBoost GO Shoes,G26942,11999,7199,40,Adidas SPORT PERFORMANCE,"Designed for the ever-changing urban landscape, these running shoes have a lightweight knit upper that follows the natural movement of your stride. The wide platform provides support for lateral movement, and responsive cushioning returns energy with every step.",3.4,43,Adidas,"designed ever-changing urban landscape , running shoe lightweight knit upper follows natural movement stride . wide platform provides support lateral movement , responsive cushioning return energy every step .",1,0.0,Neutral
Men's adidas Football X 19.4 Flexible Ground Cleats,F35379,4599,2759,40,Adidas SPORT PERFORMANCE,"X isn't just a boot. It's a recognition that speed should prise open defences, not dart down blind alleys. If you can't lead the charge with your lightning pace, jog on. But if you're ready to push past your limits, keep reading. These football boots have a lightweight synthetic upper with a foot-hugging fit that locks you in. The outsole supercharges acceleration on firm ground, hard ground and artificial grass.",4.8,61,Adidas,"x n't boot . 's recognition speed prise open defence , dart blind alley . ca n't lead charge lightning pace , jog . 're ready push past limit , keep reading . football boot lightweight synthetic upper foot-hugging fit lock . outsole supercharges acceleration firm ground , hard ground artificial grass .",1,-0.13972222222222222,Negative
Men's adidas Football X 19.3 Firm Ground Cleats,F35382,6599,3959,40,Adidas SPORT PERFORMANCE,"Strike fast. Keep them guessing. Unleash the kind of speed that creates its own time zone. Build your reputation or break it in a blink. Prove you're the fastest out there with X. These football boots have a lightweight synthetic and textile upper and an outsole geared for explosive speed on firm ground, artificial grass and hard.",3.5,13,Adidas,"strike fast . keep guessing . unleash kind speed creates time zone . build reputation break blink . prove 're fastest x. football boot lightweight synthetic textile upper outsole geared explosive speed firm ground , artificial grass hard .",1,0.044047619047619044,Positive
Men's adidas Football X 19.4 Flexible Ground Cleats,F35378,4599,2759,40,Adidas SPORT PERFORMANCE,"X isn't just a boot. It's a recognition that speed should prise open defences, not dart down blind alleys. If you can't lead the charge with your lightning pace, jog on. But if you're ready to push past your limits, keep reading. These football boots have a lightweight synthetic upper with a foot-hugging fit that locks you in. The outsole supercharges acceleration on firm ground, hard ground and artificial grass.",2.2,3,Adidas,"x n't boot . 's recognition speed prise open defence , dart blind alley . ca n't lead charge lightning pace , jog . 're ready push past limit , keep reading . football boot lightweight synthetic upper foot-hugging fit lock . outsole supercharges acceleration firm ground , hard ground artificial grass .",1,-0.13972222222222222,Negative
Men's adidas Football Nemeziz Messi 19.3 Firm Ground Cleats,F34400,6599,3959,40,Adidas SPORT PERFORMANCE,"Nemeziz isn't just a cleat. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. Showing off Messi's logo, the soft mesh upper on these soccer cleats offers a responsive touch to help you keep the ball close while you weave your magic.",3.4,48,Adidas,"nemeziz n't cleat . 's commitment skill win , like . 'd take celebrity silverware , get . 're ready rip field carry team victory , read . showing messi 's logo , soft mesh upper soccer cleat offer responsive touch help keep ball close weave magic .",1,0.19999999999999998,Positive
